quarter,year,q,quarter_date,stata_qdate,gdp_real,imports_real,exports_real,ln_gdp_real,ln_imports_real,ln_exports_real,itcrm,ln_itcrm,itcrm_daily_obs,usa_gdp_real,ln_usa_gdp_real,brazil_gdp_real,ln_brazil_gdp_real,commodity_price_index,ln_commodity_price_index,commodity_monthly_obs,usa_gdp_real_index,brazil_gdp_real_index,ln_pib_socios,pib_socios_index,d_ln_imports_real,d_ln_exports_real,d_ln_gdp_real,d_ln_itcrm,d_ln_usa_gdp_real,d_ln_brazil_gdp_real,d_ln_commodity_price_index,d_ln_pib_socios,g_imports_real,g_exports_real,g_gdp_real,g_itcrm,g_usa_gdp_real,g_brazil_gdp_real,g_commodity_price_index,g_pib_socios,l1_ln_imports_real,l1_ln_exports_real,l1_ln_gdp_real,l1_ln_itcrm,l1_ln_usa_gdp_real,l1_ln_brazil_gdp_real,l1_ln_commodity_price_index,l1_ln_pib_socios,l1_d_ln_imports_real,l1_d_ln_exports_real,l1_d_ln_gdp_real,l1_d_ln_itcrm,l1_d_ln_usa_gdp_real,l1_d_ln_brazil_gdp_real,l1_d_ln_commodity_price_index,l1_d_ln_pib_socios
2004Q3,2004,3,2004-07-01,178,481151.97994350817,85416.07252113911,119619.17122810417,13.083938465799479,11.355289564892374,11.692068402202235,158.47096405885068,5.065571384477896,92,15512.619,9.649409100716316,221208.8,12.306862330840802,56.42361893053333,4.032887846206149,3,101.7308973629193,104.06153122427378,4.638430150989768,103.38192611366027,0.06542881412585011,0.001312471877533028,-0.0668095913825777,0.03500438246771154,0.009441229885171154,0.012551727545524471,0.06566278380017954,0.011651970825758973,6.542881412585011,0.1312471877533028,-6.680959138257769,3.5004382467711537,0.9441229885171154,1.2551727545524471,6.566278380017954,1.1651970825758973,11.289860750766524,11.690755930324702,13.150748057182057,5.0305670020101845,9.639967870831144,12.294310603295278,3.9672250624059697,4.626778180164009,0.09064057995417585,0.15046627357400055,0.11096347576832954,-0.03844084205695353,0.007719649918941585,0.02726045704128488,0.06685613713650618,0.021607994175917078
2004Q4,2004,4,2004-10-01,179,484543.67687656224,88375.32157266857,120898.05016710558,13.090962854601877,11.389348041921176,11.702702908822754,163.41826581826754,5.096312962091833,92,15670.88,9.659559492037449,222893.7,12.314450255179107,59.284271416773336,4.082344033330821,3,102.76876424713484,104.85414559567212,4.646759306198093,104.24660625061591,0.03405847702880216,0.010634506620519346,0.007024388802397752,0.030741577613937032,0.010150391321133156,0.007587924338304575,0.04945618712467148,0.008329155208325112,3.405847702880216,1.0634506620519346,0.7024388802397752,3.0741577613937032,1.0150391321133156,0.7587924338304575,4.945618712467148,0.8329155208325112,11.355289564892374,11.692068402202235,13.083938465799479,5.065571384477896,9.649409100716316,12.306862330840802,4.032887846206149,4.638430150989768,0.06542881412585011,0.001312471877533028,-0.0668095913825777,0.03500438246771154,0.009441229885171154,0.012551727545524471,0.06566278380017954,0.011651970825758973
2005Q1,2005,1,2005-01-01,180,493602.530577855,84904.77744994142,119186.92694656595,13.109485878338647,11.349285642211445,11.68844835433177,162.23892937896795,5.089070121385531,90,15844.727,9.670592042566685,224871.1,12.323282628134127,63.16151641714,4.145695198236972,3,103.90884325725243,105.78435846171939,4.656228112538775,105.23838524841786,-0.04006239970973091,-0.014254554490984006,0.01852302373677084,-0.0072428407063016564,0.011032550529236573,0.008832372955019707,0.06335116490615089,0.009468806340682256,-4.006239970973091,-1.4254554490984006,1.8523023736770838,-0.7242840706301656,1.1032550529236573,0.8832372955019707,6.335116490615089,0.9468806340682256,11.389348041921176,11.702702908822754,13.090962854601877,5.096312962091833,9.659559492037449,12.314450255179107,4.082344033330821,4.646759306198093,0.03405847702880216,0.010634506620519346,0.007024388802397752,0.030741577613937032,0.010150391321133156,0.007587924338304575,0.04945618712467148,0.008329155208325112
2005Q2,2005,2,2005-04-01,181,581668.2498796023,97288.20329605682,138217.54798367395,13.273655546802901,11.485433020290023,11.836584157534869,159.97943319646959,5.0750452644494635,91,15922.782,9.675506192875309,227267,12.333880816722534,66.77770114220667,4.201369209577464,3,104.4207236298486,106.91144302011055,4.665182110326841,106.18492083195285,0.13614737807857757,0.1481358032030986,0.16416966846425396,-0.01402485693606792,0.004914150308623633,0.010598188588406998,0.05567401134049277,0.008953997788065493,13.614737807857757,14.81358032030986,16.416966846425396,-1.402485693606792,0.49141503086236327,1.0598188588406998,5.567401134049277,0.8953997788065493,11.349285642211445,11.68844835433177,13.109485878338647,5.089070121385531,9.670592042566685,12.323282628134127,4.145695198236972,4.656228112538775,-0.04006239970973091,-0.014254554490984006,0.01852302373677084,-0.0072428407063016564,0.011032550529236573,0.008832372955019707,0.06335116490615089,0.009468806340682256
2005Q3,2005,3,2005-07-01,182,514697.7895054282,96844.89303709043,135432.69307676284,13.151335190907373,11.480865936800438,11.816230065829856,160.05559952727955,5.07552125191621,92,16047.587,9.68331377457644,225936,12.328007052309033,76.70246437865667,4.339933837956876,3,105.23918791659344,106.28531106668235,4.663265874401137,105.98164030081823,-0.004567083489584789,-0.020354091705012678,-0.12232035589552837,4.759874667463748e-4,0.007807581701131383,-0.005873764413500737,0.1385646283794113,-0.0019162359257034467,-0.4567083489584789,-2.035409170501268,-12.232035589552837,0.04759874667463748,0.7807581701131383,-0.5873764413500737,13.85646283794113,-0.19162359257034467,11.485433020290023,11.836584157534869,13.273655546802901,5.0750452644494635,9.675506192875309,12.333880816722534,4.201369209577464,4.665182110326841,0.13614737807857757,0.1481358032030986,0.16416966846425396,-0.01402485693606792,0.004914150308623633,0.010598188588406998,0.05567401134049277,0.008953997788065493
2005Q4,2005,4,2005-10-01,183,522255.20005077147,99636.55792383588,129550.81848020395,13.165911636383644,11.509284423655332,11.771828503841421,163.87264588585222,5.099089576676958,92,16136.734,9.688853566948517,228834.3,12.340753439839423,76.30541079280667,4.3347438504917655,3,105.82380901166528,107.64873574032694,4.6739276493941295,107.1176378170066,0.028418486854894454,-0.044401561988435034,0.014576445476270905,0.023568324760748105,0.0055397923720761355,0.012746387530389924,-0.005189987465110235,0.010661774992992257,2.8418486854894454,-4.440156198843503,1.4576445476270905,2.3568324760748105,0.5539792372076136,1.2746387530389924,-0.5189987465110235,1.0661774992992257,11.480865936800438,11.816230065829856,13.151335190907373,5.07552125191621,9.68331377457644,12.328007052309033,4.339933837956876,4.663265874401137,-0.004567083489584789,-0.020354091705012678,-0.12232035589552837,4.759874667463748e-4,0.007807581701131383,-0.005873764413500737,0.1385646283794113,-0.0019162359257034467
2006Q1,2006,1,2006-01-01,184,532348.2120169173,96613.89163948668,125801.7430565732,13.185053088076302,11.478477815653335,11.74246247892811,166.77965187721765,5.116673491339342,90,16353.835,9.70221770539623,232502.5,12.35665625663991,78.09387090280667,4.357911576209223,3,107.24754536130338,109.37433846877573,4.68909611653207,108.7548336711756,-0.030806608001997304,-0.02936602491331186,0.019141451692657796,0.01758391466238418,0.013364138447713003,0.01590281680048733,0.02316772571745762,0.015168467137940844,-3.0806608001997304,-2.936602491331186,1.9141451692657796,1.7583914662384181,1.3364138447713003,1.590281680048733,2.316772571745762,1.5168467137940844,11.509284423655332,11.771828503841421,13.165911636383644,5.099089576676958,9.688853566948517,12.340753439839423,4.3347438504917655,4.6739276493941295,0.028418486854894454,-0.044401561988435034,0.014576445476270905,0.023568324760748105,0.0055397923720761355,0.012746387530389924,-0.005189987465110235,0.010661774992992257
2006Q2,2006,2,2006-04-01,185,614076.392608544,101743.86172984361,141431.39484319702,13.327874617319235,11.530213774505672,11.859570036393947,166.0246105178015,5.112136033499024,91,16396.151,9.704801891145129,233239,12.359818957897645,85.14130918244334,4.44431233710165,3,107.52505134870691,109.72080442196872,4.6920914737589126,109.08108161881127,0.05173595885233695,0.11710755746583779,0.14282152924293356,-0.0045374578403185595,0.0025841857488995146,0.003162701257734213,0.08640076089242665,0.002995357226842188,5.173595885233695,11.710755746583779,14.282152924293356,-0.45374578403185595,0.25841857488995146,0.3162701257734213,8.640076089242665,0.2995357226842188,11.478477815653335,11.74246247892811,13.185053088076302,5.116673491339342,9.70221770539623,12.35665625663991,4.357911576209223,4.68909611653207,-0.030806608001997304,-0.02936602491331186,0.019141451692657796,0.01758391466238418,0.013364138447713003,0.01590281680048733,0.02316772571745762,0.015168467137940844
2006Q3,2006,3,2006-07-01,186,562978.9656268768,109844.576627056,139275.06000824482,13.240997545192755,11.60682170587988,11.84420610575049,165.9540555958801,5.111710976528889,92,16420.738,9.70630032718521,237150.4,12.37644981800049,85.57114051235332,4.449348082754759,3,107.6862915347427,111.56081383041278,4.704345059957857,110.42593888982282,0.07660793137420896,-0.015363930643456314,-0.08687707212648021,-4.2505697013428545e-4,0.0014984360400802643,0.01663086010284509,0.00503574565310938,0.012253586198944788,7.660793137420896,-1.5363930643456314,-8.687707212648021,-0.042505697013428545,0.14984360400802643,1.663086010284509,0.503574565310938,1.2253586198944788,11.530213774505672,11.859570036393947,13.327874617319235,5.112136033499024,9.704801891145129,12.359818957897645,4.44431233710165,4.6920914737589126,0.05173595885233695,0.11710755746583779,0.14282152924293356,-0.0045374578403185595,0.0025841857488995146,0.003162701257734213,0.08640076089242665,0.002995357226842188
2006Q4,2006,4,2006-10-01,187,572794.0466305886,112095.47619426234,144930.84608108603,13.258281501122376,11.627106253154636,11.884011984059772,163.56105535497915,5.097186347878285,92,16561.866,9.714858102750625,239932.5,12.38811291276593,79.81875693189,4.379758526107815,3,108.61180115262437,112.86957544396094,4.715109895948553,111.62107720385997,0.020284547274755482,0.03980587830928073,0.01728395592962073,-0.014524628650604221,0.008557775565416037,0.011663094765440363,-0.06958955664694422,0.010764835990695332,2.0284547274755482,3.980587830928073,1.7283955929620731,-1.452462865060422,0.8557775565416037,1.1663094765440363,-6.958955664694422,1.0764835990695332,11.60682170587988,11.84420610575049,13.240997545192755,5.111710976528889,9.70630032718521,12.37644981800049,4.449348082754759,4.704345059957857,0.07660793137420896,-0.015363930643456314,-0.08687707212648021,-4.2505697013428545e-4,0.0014984360400802643,0.01663086010284509,0.00503574565310938,0.012253586198944788
